content	label
هههههه هادي ياستي طرطشة خفيفة جاتني طياري من حي الصفا     واللي بتطفح فيه المجاري واللي بدأ الطفح فيه من مستشفى الجدعاني ووصل إليين شارع الأربعين ، وبعدين المفروض ياستي يكون عندك مناعة من الريحة دي لانه الله العالم متى حنفتك من سيارات الصرف الصحي اللي جالسة سردادي مردادي في الشوارع واللي صارت معالم بارزة في شوارع جدة هدا غير انه أصحابها صاروا من أصحاب الملايين والساعة بخمسة جنيه والحسابة بتحسب ، وان كان على الريحة اللي طالعة مني هادي ياستي بركات حي الصفا     اللي موية المجاري لاعبة فيه لعب من      أيام ولا حياة لمن تنادي لا الشركة الوطنية فيها خير ولا الأمانة فيها بركة وكل وحدة منهم بترمي على التانية          أيام وموية المجاري بهدلت الناس إليين الروائح الكريهة دخلت بيوتهم وحرمتهم من الدخول والخروج وحرمتهم من الزيارات ودخول الضيوف عشان لا ينحرجوا مع ضيوفهم بسبب الروائح الكريهة اللي بهدلتهم وعكننت عليهم حياتهم وراحتهم ، هدا غير انها حرمتهم من الصلاة في المساجد من كتر طفح المجاري ، هدا غير انها كسرت الشوارع وصارت الشوارع كلها حفر ومطبات بسبب طفح المجاري ، هدا غير انه أهل الحي أصواتهم بحت وهما بيكلموا الشركة الوطنية وكل اللي بتسويه الشركة انها ترسل وايت شفط وخلاص على كدا ما تجي وتتكرم وترسل فرق الصيانة عشان يشوفوا حل جذري للمصيبة دي اللي بيعيشها أهل الحي بسبب طفح هادي المجاري ، والشي اللي يموت من الضحك واللي أقدر أقول عليه إنها مصيبة كبيرة انه الشركة الوطنية هية اللي سمحت لأصحاب العماير انها تربط شبكات منازلهم بشبكة الصرف الصحي اللي ما اشتغلت إليين دحيين ، عشان كدا بقول يا حبايبنا يللي في الشركة الوطنية للمياه وياحبايبنا يللي في أمانة جدة شوفوا حل للمصيبة دي اللي بيعاني منها سكان حي الصفا     والا حتلاقوا الحي كله جالس بيردد إف إف إف وحتكون الدعاوى عليكم جاهزة ، وارحموا من في الأرض يرحمكم من في السماء    وعيشوا كتيييير تشوفوا كتييييير	Hijazi
بنتي يافتو ما تلاحظي أبوكي من ساعة ما جاء من بره بس جالس يرفس إذا أتكلم رفس وإذا جلس رفس حتى وهوه يتفرج الكورة يرفس 	Hijazi
شكلوا كدا يا أمي بيتخيل نفسه انه بيلعب معاهم    يلعب معاهم ايه انتي التانية أقول لك أبوكي مو طبيعي اليوم جالس يرفس من أول ما دخل البيت صدقيني يابنتي الحكاية فيها إن، روحي انتي كملي مذاكرتك وانا حشوف ايش الحكاية معاه    ياسيدي كيف حالك 	Hijazi
الحمد لله تمام وعال العال وبرفس كمان    طب ياسيدي ايش حكاية الترفيس اللي جاتك كدا فجأة 	Hijazi
والله يا ستي شكلوا كدا عظام رجولي مفككة ويبغالها المزيتة حق المكاين عشان نبطل من حالة الترفيس دي وزي منتي عارفة كبرت في السن وصرنا ما نمشي إلا بالعكاز    المهم ونا جالسة جنب سيدي وتجي عيني على الجريدة وأشوف فيها خبر خلاني أمووت من الكركرة والضحك هيا اقروا معايا ايش بيقول الخبر   أرجل حمار مقطوعة في بلجرشي تثير قلق الأهالي  ، ايش في يا حرمة بتضحكي ليه 	Hijazi
، مافي شي ياسيدي بس أبغاك تقرأ الخبر دا وتقول لي ايش رأيك، وما خلص سيدي من قراية الخبر إلا فرصع عيونه ورفسوا زاد، يالطيف ألطف لا يكون اللحم اللي اكلتوا في المطعم لحم حمار استر ياستار حتى الحمار اللي حرمه الله علينا حللوه وطبخوه لنا أصحاب المطاعم ونحنا ياغافل لك الله ، من جد بعض المطاعم ذمتها واسعة وما تفرق معاهم حمار حمار وكله في الأخير لحم لانه بعض المطاعم ماتفرق معاهم جاها اللحم في أكياس مربطة وهات يا طبيخ مندي ومظبي واللي يحبه قلبكم    لكن الحق مو عليهم الحق على حماية المستهلك اللي نايمة في العسل تاركة بعض المطاعم الشعبية المنتشرة في البلد تسرح وتمرح زي ما تبغى لا رقابة ولا يحزنون، هدا غير أسواق اللحوم اللي الرقابة فيها معدومة والله عالم ايش من لحوم جالسين يبيعوها على خلق الله   عشان كدا بقول يا حماية المستهلك ويامراقبي الأسواق قوموا من مكاتبكم واتلحلحوا وشوفوا أسواق اللحوم والمطاعم لا يكون الحبايب جالسين يبيعوا حمار حري والا حمار سواكني على خلق الله ونحنا يا غافل لك الله    وعيشوا كتيييييير تشوفوا كتيييييير	Hijazi
• ايش هادي الاستمارة اللي في يدك ياسيدي	Hijazi
هادي ياستي استمارة التبرع بالأعضاء أبغى أعبيها وأرسلها للجمعية عشان بعد ما ربنا سبحانه وتعالى ياخد أمانته أتبرع بكل الأعضاء اللي تحتاجها الجمعية لانه هدا التبرع حيكون فيه خير وفيه أجر كبير من الله سبحانه وتعالى ويعتبر صدقة جارية للمتبرع وبعدين هدا الادمي اللي حيموت ايش حيستفيد لما ياخد معاه قلبه والا كليته والا كبدته والا قرنية عينه ما حيستفيد أي شي  وبدل ما ياكلها الدود أتبرع بها لواحد مريض له سنين طويلة بيعاني من مرض في قلبه أو تليف في كبدته أو عنده فشل كلوي أو عنده عمى في عيونه وعند ربنا سبحانه وتعالى الأجر ما يضيع، عشان كدا أتمنى من كل قارئ أو قارئة بيقرأ مقالي وتكون صحته عال العال انه يحرك سيارته ويروح على جمعية التبرع بالأعضاء ويعبي الاستمارة وما يبخل على نفسه ولا على أهل بيته ويتبرعوا ويكسبوا الأجر والمثوبة من الله سبحانه وتعالى وصدقوني بتبرعكم بأعضاءكم حتزرعوا الأمل في نفوس الالاف من المرضى اللي بيعانوا من مرضهم وتعبهم ومعاناتهم فياريت نسعدهم ونفرحهم بالتبرع ونكسب الأجر والمثوبة من رب العالمين	Hijazi
• أنا ماني عارف ليش الحبايب اللي في شركة المياه الوطنية والحبايب اللي في التحلية يحبوا يبهدلوا الأوادم وينكدوا عليهم عيشتهم لما يقطعوا الموية عن الناس وعن بعض الأحياء من غير احم ولا دستور ويجوا في الأخير يسمعونا مبررات وتصريحات غريبة عجيبة وكل وحدة منهم تتهم التانية انها هية السبب في انقطاع الموية عن أهالي جدة ، والمصيبة الكبيرة مو هنا، المصيبة انهم ما يقدروا المشتركين ولا يحترموهم ولا يعبروهم لأنهم ساكتين وما بيبلغوا سكان هادي الأحياء انه الموية حتنقطع عنهم عشان ياخدوا احتياطاتهم ويدبروا حالهم بالجوالين والا حتى بالبراميل الصغيرة، لكن للأسف يتركوهم كدا حايسين ومحتارين وما يعرفوا كيف يتصرفوا في هادي المصيبة اللي جاتهم، والدليل على كلامي الزحام والغشنة اللي حصلت في أشياب الوايتات ، مناظر للأسف يندى لها الجبين وانتظار بالساعات عشان المواطن الغلبان يلاقي وايت موية لكن الحمد لله بفضل الله ثم بفضل توجيهات أمير منطقتنا خالد الفيصل انتهت المشكلة وعادت الحياة لسكان الأحياء ولخزانات وحنفيات البيوت بعد ما كانت ناشفة لها كم يوم   وأتمنى من كل قلبي انه دي الحكاية ما تتكرر مهما كانت المبررات والأعذار    وعيشوا كتيييييير تشوفوا كتيييييير	Hijazi
دحين أنا أبغى أفهم انت جايب هادول القرود معاك ليه 	Hijazi
هادي القرود الأربعة ياستي حناخدها معانا انتي حتاخدي قردين وتدخلي مدرسة البنات وأنا حاخد برضو قردين وأدخل مدرسة الأولاد عشان تشوف القرود شغلها وتفلل رؤوس البنات والأولاد    انت بعقلك ياسيدي والا قاعد تتريق 	Hijazi
أنا لا بتريق ولا شي وهدا العنوان قدامك مكتوب بالخط العريض واتنشر قبل أسبوعين في إحدى الصحف  البحث عن القمل في مدارس بقلم رصاص  ، يعني بالبلدي إدارة التربية والتعليم قامت بحملة تفتيش على مدارس الأولاد والبنات والحبايب من المفتشين والمفتشات ما قصروا وهاتك يا تفتيش وتفغيص للقمل بالمرسام وعلى راس الطلاب والطالبات الين ما تقرحت وتجرحت رؤوسهم من كتر تفغيص القمل هدا غير انهم دخلوا الطلاب والطالبات في حالة نفسية سيئة وياريتهم اكتفوا بكدا إلا قاموا بتسجيل أسماء الطلاب والطالبات اللي عندهم قمل وشوف بعد كدا التريقة عليهم حتى انه بعض الطلاب والطالبات بطلوا يروحوا المدارس بسبب حالتهم النفسية السيئة وبسبب التريقة اللي بيسمعوها كل يوم من زملاءهم من الطلاب والطالبات  يا مقمل    يا مقملة   والمصيبة الكبيرة انه حبايبنا حقون حملة التفتيش بعد ما خلصوا من تفتيشهم ما كلفوا نفسهم انهم يعطوهم نصايح أو يحولوهم على مستشفيات أو يعطوهم أدوية عشان يتخلصوا من القمل والقشرة، وبعدين هدا الكلام ممكن يحصل قبل    سنه أو    سنة لمن كانت الرؤوس كلها مقملة يعني ماكان في لا شامبوهات ولا أدوية للقمل والقشرة لكن في الزمن دا كل أنواع الشامبوهات والمستحضرات الطبية اللي بتقضي على القمل والقشرة موجودة في كل الصيدليات والبيوت مليانة من هادي المستحضرات الطبية والشامبوهات، ياخسارة كنت أتمنى من المفتشات والمفتشين انهم يهتموا بعلوم العصر اللي بيستفيد منها الطالب والطالبة، كنت أتمنى انهم يهتموا بتطوير مناهج جديدة تكون قريبة من عقولهم بدل هادي المناهج اللي يبغالها واحد خبير عشان يعرف يفك ألغازها   طلاب وطالبات الابتدائية لا بيعرفوا يقروا ولا يكتبوا وكله من تحت راس دا اللي يسموه تقويم   كنت أتمنى انهم يهتموا بصحتهم وصحة ظهورهم ويعطوا لكل طالب لاب توب وسيدي منسوخ فيه كل المواد الدراسية بدل هادي الشنطة والكتب اللي وزنها أكبر من وزنهم واللي بسببها تكسرت ظهورهم وسببت لأغلبهم انحناءات في ظهورهم، كنت أتمنى انهم يهتموا بالمقاصف المدرسية اللي جالسة بتبيع كل شي ضار بصحة طلابنا وطالباتنا، كنت أتمنى انهم يهتموا بعقولهم بدل الاهتمام بالقمل والقشرة واللي ما جاء منها إلا حالات نفسية لهم والتعب والهم والغم لآباء وأمهات الطلاب والطالبات    وعيشوا كتيييييير تشوفوا كتيييييير	Hijazi
• أسبوع الإجازة اللي اعتمدتو وزارة التربية والتعليم كان أسبوع مييت ومالوو داعي بالمرررة، ويكون في علمكم هوه مو أسبوع هوه أسبوعين بالتمام والكمال لأنه أغلب المدارس أجزت قبل الإجازة الرسمية بأسبوع والبركة في بعض المديرين والمعلمين والمعلمات اللي كانوا زابطين الأمبير على رحلات دبي وغيرها من الدول الداخلية أو الخارجية لكن المصيبة مو هنا المصيبة انه حيكون برضوو في أسبوع تالت حياخدوه الطلاب والطالبات يسموه أسبوع تزبيط الأمبيير وتزبيط الأمبير دا معناه تزبيط وقت النوم لانه بعض الخبراء والاستشاريين الكبار في علم النفس والاجتماع بيقولوا ويتكلموا انه الساعة البيلوجية مدري النيتروجية يبغالها تترستك مع الآدمي عشان يزبط وقت نوموو ، وشوفوا عاد الطلاب والطالبات بالهم طوويل ومتى حيزبط أمبيير نومهم  يعني بالبلدي كدا ياحبايب يبغالهم أسبوع ميييت كمان وسلمولي على الإجازة اللي ماكان لها داعي لانه ما جاء من وراها إلا شعترة أمبيير النوم وأغلب البيوت انقلب كيانها فوقاني تحتاني لانه ماشاء الله تبارك الله طلابنا وطالباتنا بسلامتهم اشتغلوا  عسس  بس من غير صفيرة لانه صفيرتهم كانت عبارة عن خرجات وأسواق ومولات وكباين وكافيهات وسهر للصبح وبعد كدا نوووم لبعد المغرب والله يهدي ما خلق وكل مين بعقله يعيش، لكن السؤال اللي يدردب ويسدح نفسه وأبغى إجابته من حبايبنا اللي في وزارة التربية والتعليم بيقول ايش اللي يمنع انه نربط إجازة الأسبوع دا مع إجازة نهاية السنة 	Hijazi
• في لوحة من كتر ماهي مسنترة ومتسمرة من أكتر من تلاته سنوات  صدت  واللوحة هادي مكتوب فيها بالبنط العريض وبيشوفها الرايح والجي والصاحي والنايم ومكتوب فيها   مشروع تطوير وتحسين ممر المشاة بحي الجامعة   ومن يومها ما شفنا لا تطوير ولا تحسين ولا ممر كل اللي نشوفه مصدات خرسانية في الشارع وقلابات وتركترات تشيل التراب من اليمين للشمال ومن الشمال لليمين  أكتر من تلاته سنوات يا أمانة جدة وهدا المشروع لسه ما خلص ياهووه خافوا الله في التلاته السنوات هادي تصير مشاريع ومشاريع ليش ساكتين عن دا المشروع ومين هوه دا المقاول اللي ساكتين عنه وما بتحاسبوه على إهماله والا الحكاية فيها  إن  والتأخير منكم انتوا يا أمانة جدة فهمونا لجل الله، أكتر من تلاته سنوات وسكان الحي طفشوا وجاهم الهم والغم وهما بيشوفوا المشروع تراب في تراب ولسه ما انتهى وهما اللي انبسطوا وفرحوا وقالوا خلاص أهلنا وأولادنا حيخرجوا يتمشوا وحيصيروا زي بقية خلق الله اللي عندهم ممشى يتمشوا فيه	Hijazi
يا أمانة جدة جبتولي الضغط والسكر وفقعتوا قلبي ومرارتي، وعشان كدا بقول دخيلكم ولجل الله خلصونا من المشروع هدا وفرحوا أهل الحي وبلاشي من التأخير اللي مالووو داعي   وعيشوا كتيييييير تشوفوا كتيييييير	Hijazi
هااه ياسيدي بشر عسى الحبايب حقون المنتدى الاقتصادي شافوا لنا حل في حكاية السكن اللي هلكنا وهلك غيرنا من الغلابا 	Hijazi
والله ياستي علمي علمك بس هما لو عندهم نية انهم يشوفوا لنا حل في الحكاية دي كانوا دبروها من زمان  الحبايب حقون المنتدى الاقتصادي دا لهم سنين وسنين وهما بيجتمعوا وبيتكلموا على حكاية السكن ولما يومك هدا ما شفنا شي وكل اللي بنشوفه كلام جرايد وتصاريح وصور اجتماعات هدا غير الإعلانات التجارية عن بيع فلل بالتقسيط، مسكين المواطن الغلبان حيقسط ايه والا ايه إذا كانت حياتووا كلها ديون في ديون  كان نفسي انه حقون المنتدى الاقتصادى عزموا ناس من الغلابا اللي حكاية السكن دمرتهم ودمرت حياتهم ومستقبلهم عشان يتكلموا من جوة قلوبهم عن دي المشكلة اللي بيعانوا منها من سنوات طويلة وإلى اليوم ما انحلت مشاكلهم بخصوص السكن لكن للأسف هادول الغلابا ينطبق عليهم المثل الحجازي اللي بيقول  الشبعان ما يفت للجيعان    الغلابا من الناس أصحاب الدخل المفقود الايجارات هلكتهم ودمرت حياتهم وكل سنة أصحاب العقارات اللي ماعندهم رحمة في عباد الله بيرفعوا الايجارات على خلق الله  شقق سكنية قديمة حالتها بالبلا والبلا لاحقها وصلت أسعارها لمبالغ ما تتخيلوها وكل صاحب عقار جالس يلعب في السوق على كيفوا وعذرهم  العقار حر   ، هدا غير أسعار الأراضي اللي وصلت أسعارها داخل البلد وخارج البلد بملايين الريالات من فين حيجيب المواطن الغلبان قيمتها والله سبحانه وتعالى وحده عالم بحالوو ، عشان كدا بقول يا حبايبنا يللي في المنتدى الاقتصادي واللي كنتوا تتكلموا عن حكاية السكن المواطن الغلبان يبغى حلول للسكن أما هادي المؤتمرات والاجتماعات ما حياكل منها عيش، المواطن الغلبان يا أصحاب الملايين والمليارات يبغى سكن يستر نفسه وأهل بيته فيه والأراضي الحمد لله في البلد موجودة وعلى مد البصر وزعوها للغلابا ودخلوا فيها الخدمات عشان يبنوها والا ابنوها وقسطوها عليهم بأقساط ميسرة واستروهم في الدنيا عشان ربنا يستركم في الاخرة    وعيشوا كتيييير تشوفوا كتيييييير	Hijazi
على فين كدا ياعم معتوق مصحصح من بدري 	Hijazi
على فين يعني متقاعد من سنة زي منت عارف ومافي نوم قلت ياواد روح أفطر    بس اليوم جمعة ياعم معتوق على الاقل ترتاح في النوم طالما مافي مدارس    يبو فتو ما عاد صارت تفرق عندي الايام طالما متقاعد وجالس لا شغلة ولا مهرة    الله يعينك ويساعدك وفين حتفطرنا عشان نروح سوا 	Hijazi
طب كويس انك حتجي معايا على الاقل الواحد تنفتح نفسوو للأكل لما يكون أحد معاه وحنفطر ياسيدي عند واحد فوال في العمارية بس قبل ما نروح للفوال حنعدي نجيب العيش الحب من عند مخبز الشيخ يوسف شكري لانه السكر عامل عمايلوا فيا    المهم حركنا بسيارة عم معتوق ووصلنا للفوال بعد ما أخدنا العيش الحب وجلسنا على طربيزة، وسمعت عم معتوق يقول للفوال اتنين فول بالسمن وكتر الشطيطة    المهم بعد ما فطرنا جينا راجعين للبيت قلت لعم معتوق شكلوا جاتك هبرة كبيرة بعد ما خدمت في الحكومة    سنة 	Hijazi
هبرة كبيرة، ههههههه ضحكتني تصدق وتآمن بالله يبو فتو ما طلعت من خدمة    سنة إلا بتلاتة شهور راتب ومبلغ الإجازات اللي ما أخدتها أما خدمة الـ    سنة اللي خدمتها في الدولة راحت فطيس لكن لو الحبايب قلوبهم علينا كانوا حسبولنا مكافأة نهاية خدمة زي حالاتكم انتو يللي في القطاع الخاص كان طلع لنا حسبة طيبة نعرف نتصرف فيها ما بقي من حياتنا وعمرنا لكن كدا يطلعونا بلووشي بعد كد وتعب وشقى    سنة وزي منت عارف راتب التقاعد يا الله يكفي إيجار البيت ومصاريف الاولاد هدا غير انه ما عندنا تأمين طبي لا في أيام الوظيفة ولا دحين لما صرنا متقاعدين وانت عارف حال المستشفيات تسلخ سلخ ولا ترحم هدا غير انه كل شي يخطر في بالك ارتفع سعره ومافي أحد يحميك من جشع وطمع التجار، لكن السؤال اللي يسدح ويدردب نفسو وايش المانع انه يعطونا مكافأة نهاية خدمة زي ماهو حاصل في القطاع الخاص ويفرحونا بقرشين بعد خدمة    سنة نقدر بيها على الاقل نشتري شقة تسترنا ونعيش حياة كريمة نحنا وأولادنا والحمدلله وبفضل الله بلدنا فيها خير وهيه كريمة ونحنا نستاهل    المهم وصلت للبيت وانا نازل من السيارة جات عيني في عيون عم معتوق لقيتها غرقانة دموع قلتلوا يا عم معتوق صلي على النبي واستهدي بالله وقول يارب وهية تفرج بإذن واحد احد    عشان كدا بقول يا مجلس الشورى لجل الله دخيلكم ابوس راسكم دبروها وارحموا من في الأرض يرحمكم من في السماء   وعيشوا كتيييييير تشوفوا كتيييييير	Hijazi
ايش دا اللي جايبو معاك يا سيدي بس   حبات بيض وانا قلت لك جيب طبق 	Hijazi
طبق مرة وحدة أما انتي مفترية، الطبق يا ستي صار بـ    ريال والله عالم بكرة بكم حيكون	Hijazi
، وليه كدا يا سيدي صار طبق البيض غالي 	Hijazi
، والله ياستي هدا السؤال ممكن تجاوبك عليه وزارة التجارة وممكن كمان تجاوبك عليه جمعية دمار المستهلك قصدي حماية المستهلك، ماعلينا روحي أقلي الـ   بيضات دي وخلينا نتعشى وزي ما قالوا أهل أول غني مات فقير مات وكل واحد وعمله    وشوية أسمع أم فتو بتقول لي ايش حكاية هادول المتسللين اللي سيرتهم على كل لسان في البلد	Hijazi
، هادول ياستي مجموعة كبيرة من الرجال والحريم شاردين من بلدهم بسبب الظروف المعيشية اللي بيعيوشوها ومتسللين على بلدنا بأعداد كبيرة وفي غيرهم كتييير ومن جنسيات عربية، وهادول المتسللين والمتخلفين ما دخلوا البلد إلا لما لقيوا ضعاف النفوس اللي بيهربوهم لداخل البلد بعد ما يكونوا استلموا المعلوم منهم، وغير كدا انه في بعض المواطنين الله يهديهم ويصلحهم ويسامحهم بيشغلوهم عندهم في مزارعهم والا في تربية مواشيهم عشان كدا البلد مليانة من هادول المتسللين والمتخلفين، هدا غير اللي بيجوا للحج أو للعمرة ويتسمروا في البلد وبرضوا لقيوا مواطنين ضعاف نفوس بيسكنوهم ويشغلوهم والدليل وجودهم في كل شارع وحي وزقاق وبأعداد مهوولة وتلاقيهم بيشتغلوا أي حاجة، هدا غير انه في منهم فئة بتمارس الإجرام وبتبيع المخدرات والأسلحة والمشروبات الكحولية وينتشر بينهم الرذيلة، عشان كدا لازم المواطن يكون غيور على بلده ولا يسمح لهادول المتسللين والمتخلفين انهم يدخلوا البلد لانه ضررهم أكتر من نفعهم  ويارب أسألك باسمك الكريم أن تحمي بلدنا من كيد المتسللين والمتخلفين والمجرمين إنك على كل شيء قدير   وعيشوا كتييييير تشوفوا كتيييييير	Hijazi
لا يزعلوا الحبايب اللي في مكافحة التسول اني غيرت المسمى حقهم لانه الواقع اللي بتعيشو مدينة جدة أو المدن التانية بيقول كدا والا ايش نسمي اللي جالس بيصير في جدة من كتر هادول المتسولين والمصيبة الكبيرة انه الحبايب مستأجرين مبنى الله عالم بكم	Hijazi
مبنى طويل عريض في حي النسيم وحوش يا كبروا موجودة فيه باصات المكافحة المغبرة اللي ما تحركت من فترة طويلة ومحد منهم للأسف كلف نفسه يقوم يشوف المتسولين الموجودين على ابواب المساجد وابواب السوبرماركات الكبيرة وعند الاشارات  عشان كدا أبغى من الحبايب في مكافحة التسول انهم يقروا المقال وقدامهم براد الشاهي والتميس والفول عشان يمخمخوا لعل وعسى نلاقي عندهم إجابة على مناظر التسول دي اللي شوهت منظر مدينة جدة    من أسبوع زمان وأم فتو تزن على راسي خرجنا يا أبوفتو نبغى نشم شوية هوا     خرجنا طفشنا أنا وفتو من قعدة البيت وأنا أقولها حاضر     طيب     كفاية     لاتوجعي لي راسي وجاء هداك اليوم وركبنا السيارة وأنا ماشي بالسيارة نورت الإشارة بالنور الأحمر وقفت أستناها إلين تخضر وأنا قاعد باتكلم مع فتو عن المدرسة وأحوالها إلا وأسمع دق على قزاز السيارة  خلاني أتنفض من قوة الدق وأشوف واحد راجل بيأشر بيده ومسوي غلبان وبيقول لي أديني ريال أشرت له أنا كمان بيدي وقلت له الله كريم  وعدينا من الإشارة ونوقف عند إشارة تانية ونفس الموال أشوف ولدين صغار بيشحتوا عند الإشارات وبيمروا على أصحاب السيارات إللي يقول لهم الله كريم وإللي يحن عليهم ويعطيهم، المهم كل ما توقف عند إشارة تحصل راجل ولا حرمة ولا ولد صغير بيشحتوا حتى الكباري ما سلمت منهم    المهم وقفت السيارة عند سوق من الأسواق ورحت أبغى أسحب فلوس من الصراف إللي في السـوق وخرجت من الصراف إلا وألاقـي واحـد يقول لي لله يامحسنين  أخدت بعضي وجيت ماشي سألتني أم فتو وقالت لي إيش الهرجة يا أبو فتو، هادولا الناس مشعترين كدا في كل مكان والله يا ستي أنا ماني عارف مكتب مكافحة التسول إيش قاعدين يسوا  أكيد يا سيدي قاعدين يقروا جرايد ويشربوا شاهي ويطقوا حنك   والله علمي علمك هادولا مشعترين ومتوزعين في كل مكان عند إشارات المرور وفي الأسواق وعند أجهزة الصراف وعند بيبان المساجد  صارت البلد والشوارع مشوهة من كتر هادولا المتسولين  عشان كدا بقول ياحبايبنا ياللي في مكافحة التسول شوفوا حل جذري لهادي المصيبة اللي جالسة بتصير في البلد واللي شوهت منظر جدة من كتر هادول المتسولين والمتسولات    وعيشوا كتييييير تشوفوا كتيييييير	Hijazi
• قبل    سنة كان ابويا  بن علي الحلواني  الله يرحمه يرسلني أنا واخواني عشان نشتري البيض وكان في ديك الفترة الشركات قليلة والشركة اللي بتبيع الدجاج الحي والبيض كان مكانها في جدة في شارع الملك خالد قبل ما توصل للكوبري الشهير اللي له اسم كدا مو مزبوط وكنا نجي من بدري عشان نمسك سرا من كتر الزحام اللي كان موجود وعشان كمان لا يخلص علينا البيض لانه ياويلوا اللي يرجع للبيت من غير طبق بيض حيلاقي علقة محترمة تستناه من ابويا الله يرحمه، المهم بعد حاني وماني في الزحام نرجع للبيت وكل واحد مننا في يده طبق البيض وكان سعروا في داك الوقت في حدود   ريال أو  ريال والله أعلم وآآآآآآآه يازمن كانت أيام حلوة    لكن في الزمن دا اللي كترت فيه شركات إنتاج البيض والناس بتلاقي البيض في كل مكان وفي كل دكان وفي كل سوبر ماركت تجي تشوف سعر الطبق يوصل لـ    ريال ليه ما تعرف رغم انه الانتاج في السنة الوحدة يوصل لـ     مليون بيضة حسب كلام كتير من المختصين في الحكاية دي عشان كدا أبغاكم تحطوا عشرة خطوط على الرقم دا     مليون بيضة يالطيييف يعني بالبلدي كدا البيض الموجود اكتر بمية مرة من استهلاك الاوادم والمفروض طالما الحكاية كدا يكون سعر البيض أقل من كدا بكتير لكن الواحد ايش يقول هذا غير انه الطاسة ضايعة مابين وزارة التجارة وحماية المستهلك، وزارة التجارة بترمي على حماية المستهلك وحماية المستهلك بترمي على وزارة التجارة وانت يا مواطن تروح فطيس بين الاتنين، والمفروض يكون في رقابة شديدة وقوانين صارمة على كل تاجر أو موزع للبيض يتلاعب بسعر طبق البيض وما يتركوهم كدا على هواهم يبيعوا ويشتروا في عباد الله لانه هدا الكلام ما قلتوا انا، هدا الكلام بيقولوا كتير من دكاترة التسويق والاقتصاد اللي قالوا بعظمة لسانهم انه سعر طبق البيض في الوقت الحالي مبالغ فيه، يعني الحكاية فيها لغوصة في لغوصة ما يعلم بيها الا الله، عشان كدا بقول يا تجار البيض ويا موزعين البيض وارضوا بالقليل عشان ربنا يبارك لكم فيه   وعيشوا كتييير تشوفوا كتيييير	Hijazi
هرجة  ياناس ياهوه طبقوا نظام الجمعيات التعاونية وارحمونا	Hijazi
إيش دا الزحام يا سيدي حتخلص الغمرة حق الاوادم وأنا لسة ما وصلت	Hijazi
، يعني ايش تبغيني أسوي أقعد أزعق زي ونان الإسعاف عشان يفتحولي الطريق هادي جدة وهدا حال الشوارع والتقاطعات فيها، ونظام الثواني حق الاشارات لاعب في التقاطعات لعب يادوب كم سيارة تمشي وتنقفل الاشارة واستنى يا مليح     ثانية عشان تفتح الاشارة تاني وإذا خضرت الاشارة تلاقيها على    ثانية في بعض التقاطعات،    ثانية ايش تكفي عشان تمشي آلاف السيارات في التقاطعات	Hijazi
الناس صارت تتأخر عن أعمالها ومدارسها ومشاويرها وكله من تحت راس هادي التقاطعات، كبرت جدة وكترت شوارعها وسياراتها وما عاد صرنا نشوف العسكري ولا حتى دبابوو لا عند إشارة ولا في أي شارع لانه عم ساهر شعترهم شعترة وما عاد صار فيه نظام في الشوارع والشوارع صارت حايصة لايصة والمشوار اللي تبغى تاخدو في ربع ساعة يبغالو ساعة زمان، أغلب التقاطعات صارت السيارات تتشبك فيها تشبيك خاصة في منطقة البلد تقاطع باب شريف وتقاطع  ك    وتقاطع سوق اليمامة سواء الشارع الطالع أو النازل هدا غير انه اصحاب سيارات الكدادة اللي بيحملوا على مكة لاعبين في حسبة الشارع لعب، آآآآآه الله يرحم أيام زمان، أيام ما كنا نشوف رجل المرور واللي كنا نسميه على زماننا العسكري تلاقيه واقف عند الاشارات واللي كانوا يسموها نقطة العسكري تلاقي العسكري واقف في الشارع أو فوق البرج الصغير اللي كان موجود عند كل تقاطع واللي بيسموه الحبايب نقطة العسكري بس أنا أذكر انه له اسم غير كدا وتلاقيه ينظم حركة السير بيدو أو بصوت الصفيرة اللي كانت ما تفارقهم وينظم الحركة وكانوا ماسكين في يدهم دفتر المخالفات واللي كانوا يسموه في داك الوقت  قلم المرور  رغم انه في داك الوقت كانت السيارات في جدة قليلة لكن كنت تشوفهم في الشوارع وعند الاشارات ينظموا حركة السير ويكتبوا المخالفات وياسلام على مخالفات زمان ــ السير بدون توازن ــ السير بدون نور خلفي  ــ السير بنور واحد في الأمام  ــ السير على الشمال  ــ استعمال رقم  كاذب  بالسيارة  ــ عدم وجود نمرة بالسيارة  ــ السير بدون أن يكون حاملا رخصة السواقة معه  ــ عدم الوقوف حين طلب الشرطة  ــ عدم إسكات المنبه عند نفور الجمال ــ محاولته تعدي إحدى السيارات في طريق ضيق  ــ عدم إخبار مخافر الشرطة عن  السيارة التي صادفها معطلة   ــ السماح لأحد بالركوب على  أجنحة  السيارة  ــ نقل أشخاص أكثر من العدد المقرر  عشان كدا بقول لحبايبنا اللي في المرور دخيلكم لجل الله شوفوا حل لزحمة الشوارع وخاصة عند التقاطعات	Hijazi
وعيشوا كتيييييير تشوفوا كتيييييير	Hijazi
